country,year,sex,age,suicides_no,population,
Ireland,1905,female,15-24 years,6.00,297400.00,0.0020175%
Ireland,1905,female,25-34 years,11.00,252800.00,0.0043513%
Ireland,1905,female,35-54 years,16.00,410400.00,0.0038986%
Ireland,1905,female,5-14 years,0.00,321700.00,0.0000000%
Ireland,1905,female,55-74 years,21.00,270500.00,0.0077634%
Ireland,1905,female,75+ years,4.00,101300.00,0.0039487%
Ireland,1905,male,15-24 years,68.00,313100.00,0.0217183%
Ireland,1905,male,25-34 years,80.00,246100.00,0.0325071%
Ireland,1905,male,35-54 years,82.00,416800.00,0.0196737%
Ireland,1905,male,5-14 years,3.00,339800.00,0.0008829%
Ireland,1905,male,55-74 years,60.00,248700.00,0.0241255%
Ireland,1905,male,75+ years,11.00,64800.00,0.0169753%
Ireland,1905,female,15-24 years,9.00,300100.00,0.0029990%
Ireland,1905,female,25-34 years,13.00,252600.00,0.0051465%
Ireland,1905,female,35-54 years,28.00,421100.00,0.0066493%
Ireland,1905,female,5-14 years,0.00,317900.00,0.0000000%
Ireland,1905,female,55-74 years,14.00,271400.00,0.0051584%
Ireland,1905,female,75+ years,3.00,102900.00,0.0029155%
Ireland,1905,male,15-24 years,45.00,316400.00,0.0142225%
Ireland,1905,male,25-34 years,57.00,247200.00,0.0230583%
Ireland,1905,male,35-54 years,85.00,426500.00,0.0199297%
Ireland,1905,male,5-14 years,8.00,335100.00,0.0023873%
Ireland,1905,male,55-74 years,56.00,250200.00,0.0223821%
Ireland,1905,male,75+ years,8.00,65100.00,0.0122888%
Ireland,1905,female,15-24 years,13.00,303000.00,0.0042904%
Ireland,1905,female,25-34 years,9.00,256100.00,0.0035143%
Ireland,1905,female,35-54 years,38.00,431300.00,0.0088106%
Ireland,1905,female,5-14 years,0.00,310200.00,0.0000000%
Ireland,1905,female,55-74 years,27.00,272800.00,0.0098974%
Ireland,1905,female,75+ years,3.00,103200.00,0.0029070%
Ireland,1905,male,15-24 years,69.00,318100.00,0.0216913%
Ireland,1905,male,25-34 years,77.00,249000.00,0.0309237%
Ireland,1905,male,35-54 years,99.00,436500.00,0.0226804%
Ireland,1905,male,5-14 years,2.00,328300.00,0.0006092%
Ireland,1905,male,55-74 years,44.00,252800.00,0.0174051%
Ireland,1905,male,75+ years,13.00,64700.00,0.0200927%
Ireland,1905,female,15-24 years,11.00,306300.00,0.0035913%
Ireland,1905,female,25-34 years,20.00,259200.00,0.0077160%
Ireland,1905,female,35-54 years,34.00,441600.00,0.0076993%
Ireland,1905,female,5-14 years,2.00,302600.00,0.0006609%
Ireland,1905,female,55-74 years,13.00,273900.00,0.0047463%
Ireland,1905,female,75+ years,3.00,105500.00,0.0028436%
Ireland,1905,male,15-24 years,76.00,319400.00,0.0237946%
Ireland,1905,male,25-34 years,67.00,253100.00,0.0264718%
Ireland,1905,male,35-54 years,111.00,444400.00,0.0249775%
Ireland,1905,male,5-14 years,4.00,319700.00,0.0012512%
Ireland,1905,male,55-74 years,48.00,254200.00,0.0188828%
Ireland,1905,male,75+ years,14.00,66000.00,0.0212121%
Ireland,1905,female,15-24 years,14.00,309800.00,0.0045190%
Ireland,1905,female,25-34 years,15.00,262900.00,0.0057056%
Ireland,1905,female,35-54 years,24.00,453300.00,0.0052945%
Ireland,1905,female,5-14 years,0.00,296300.00,0.0000000%
Ireland,1905,female,55-74 years,8.00,274300.00,0.0029165%
Ireland,1905,female,75+ years,2.00,107700.00,0.0018570%
Ireland,1905,male,15-24 years,82.00,323100.00,0.0253791%
Ireland,1905,male,25-34 years,89.00,257100.00,0.0346169%
Ireland,1905,male,35-54 years,111.00,454800.00,0.0244063%
Ireland,1905,male,5-14 years,4.00,312700.00,0.0012792%
Ireland,1905,male,55-74 years,44.00,256900.00,0.0171273%
Ireland,1905,male,75+ years,15.00,66900.00,0.0224215%
Ireland,1905,female,15-24 years,19.00,313447.00,0.0060616%
Ireland,1905,female,25-34 years,12.00,267638.00,0.0044837%
Ireland,1905,female,35-54 years,33.00,466997.00,0.0070664%
Ireland,1905,female,5-14 years,0.00,290184.00,0.0000000%
Ireland,1905,female,55-74 years,23.00,276097.00,0.0083304%
Ireland,1905,female,75+ years,3.00,109207.00,0.0027471%
Ireland,1905,male,15-24 years,105.00,327450.00,0.0320660%
Ireland,1905,male,25-34 years,80.00,261887.00,0.0305475%
Ireland,1905,male,35-54 years,126.00,467626.00,0.0269446%
Ireland,1905,male,5-14 years,4.00,305770.00,0.0013082%
Ireland,1905,male,55-74 years,49.00,260486.00,0.0188110%
Ireland,1905,male,75+ years,12.00,67496.00,0.0177788%
Ireland,1905,female,15-24 years,13.00,314723.00,0.0041306%
Ireland,1905,female,25-34 years,10.00,271872.00,0.0036782%
Ireland,1905,female,35-54 years,34.00,479738.00,0.0070872%
Ireland,1905,female,5-14 years,1.00,283607.00,0.0003526%
Ireland,1905,female,55-74 years,12.00,279666.00,0.0042908%
Ireland,1905,female,75+ years,3.00,111741.00,0.0026848%
Ireland,1905,male,15-24 years,112.00,328079.00,0.0341381%
Ireland,1905,male,25-34 years,106.00,268458.00,0.0394848%
Ireland,1905,male,35-54 years,140.00,479431.00,0.0292013%
Ireland,1905,male,5-14 years,1.00,298520.00,0.0003350%
Ireland,1905,male,55-74 years,55.00,264994.00,0.0207552%
Ireland,1905,male,75+ years,11.00,68586.00,0.0160383%
Ireland,1905,female,15-24 years,17.00,315004.00,0.0053968%
Ireland,1905,female,25-34 years,15.00,277242.00,0.0054104%
Ireland,1905,female,35-54 years,26.00,490684.00,0.0052987%
Ireland,1905,female,5-14 years,1.00,278070.00,0.0003596%
Ireland,1905,female,55-74 years,18.00,283198.00,0.0063560%
Ireland,1905,female,75+ years,5.00,113032.00,0.0044235%
Ireland,1905,male,15-24 years,86.00,327454.00,0.0262632%
Ireland,1905,male,25-34 years,82.00,274372.00,0.0298864%
Ireland,1905,male,35-54 years,104.00,490716.00,0.0211935%
Ireland,1905,male,5-14 years,2.00,292740.00,0.0006832%
Ireland,1905,male,55-74 years,58.00,270407.00,0.0214491%
Ireland,1905,male,75+ years,10.00,68952.00,0.0145028%
Ireland,1905,female,15-24 years,21.00,314968.00,0.0066673%
Ireland,1905,female,25-34 years,9.00,283371.00,0.0031760%
Ireland,1905,female,35-54 years,37.00,502942.00,0.0073567%
Ireland,1905,female,5-14 years,0.00,273904.00,0.0000000%
Ireland,1905,female,55-74 years,10.00,288075.00,0.0034713%
Ireland,1905,female,75+ years,5.00,114383.00,0.0043713%
Ireland,1905,male,15-24 years,85.00,326264.00,0.0260525%
Ireland,1905,male,25-34 years,99.00,283528.00,0.0349172%
Ireland,1905,male,35-54 years,138.00,501834.00,0.0274991%
Ireland,1905,male,5-14 years,1.00,287937.00,0.0003473%
Ireland,1905,male,55-74 years,51.00,276475.00,0.0184465%
Ireland,1905,male,75+ years,7.00,69695.00,0.0100438%
Ireland,1905,female,15-24 years,14.00,313247.00,0.0044693%
Ireland,1905,female,25-34 years,11.00,294059.00,0.0037407%
Ireland,1905,female,35-54 years,34.00,512762.00,0.0066308%
Ireland,1905,female,5-14 years,0.00,269812.00,0.0000000%
Ireland,1905,female,55-74 years,18.00,295191.00,0.0060977%
Ireland,1905,female,75+ years,2.00,116212.00,0.0017210%
Ireland,1905,male,15-24 years,89.00,324752.00,0.0274055%
Ireland,1905,male,25-34 years,104.00,295410.00,0.0352053%
Ireland,1905,male,35-54 years,139.00,512042.00,0.0271462%
Ireland,1905,male,5-14 years,2.00,284509.00,0.0007030%
Ireland,1905,male,55-74 years,66.00,285022.00,0.0231561%
Ireland,1905,male,75+ years,9.00,70956.00,0.0126839%
Ireland,1905,female,15-24 years,14.00,315817.00,0.0044329%
Ireland,1905,female,25-34 years,19.00,308892.00,0.0061510%
Ireland,1905,female,35-54 years,29.00,521940.00,0.0055562%
Ireland,1905,female,5-14 years,2.00,267794.00,0.0007468%
Ireland,1905,female,55-74 years,14.00,302754.00,0.0046242%
Ireland,1905,female,75+ years,3.00,118252.00,0.0025370%
Ireland,1905,male,15-24 years,89.00,325705.00,0.0273253%
Ireland,1905,male,25-34 years,100.00,308477.00,0.0324173%
Ireland,1905,male,35-54 years,109.00,521397.00,0.0209054%
Ireland,1905,male,5-14 years,1.00,282004.00,0.0003546%
Ireland,1905,male,55-74 years,62.00,294395.00,0.0210601%
Ireland,1905,male,75+ years,7.00,72146.00,0.0097025%
Ireland,1905,female,15-24 years,15.00,317275.00,0.0047278%
Ireland,1905,female,25-34 years,16.00,315513.00,0.0050711%
Ireland,1905,female,35-54 years,37.00,530989.00,0.0069681%
Ireland,1905,female,5-14 years,2.00,267103.00,0.0007488%
Ireland,1905,female,55-74 years,21.00,311239.00,0.0067472%
Ireland,1905,female,75+ years,5.00,120328.00,0.0041553%
Ireland,1905,male,15-24 years,93.00,325589.00,0.0285636%
Ireland,1905,male,25-34 years,61.00,316763.00,0.0192573%
Ireland,1905,male,35-54 years,135.00,529155.00,0.0255124%
Ireland,1905,male,5-14 years,2.00,281881.00,0.0007095%
Ireland,1905,male,55-74 years,57.00,304682.00,0.0187080%
Ireland,1905,male,75+ years,10.00,73562.00,0.0135940%
Ireland,1905,female,15-24 years,8.00,315174.00,0.0025383%
Ireland,1905,female,25-34 years,15.00,324860.00,0.0046174%
Ireland,1905,female,35-54 years,31.00,539721.00,0.0057437%
Ireland,1905,female,5-14 years,0.00,268417.00,0.0000000%
Ireland,1905,female,55-74 years,18.00,319814.00,0.0056283%
Ireland,1905,female,75+ years,2.00,122315.00,0.0016351%
Ireland,1905,male,15-24 years,86.00,324349.00,0.0265146%
Ireland,1905,male,25-34 years,84.00,325356.00,0.0258179%
Ireland,1905,male,35-54 years,152.00,539660.00,0.0281659%
Ireland,1905,male,5-14 years,1.00,283674.00,0.0003525%
Ireland,1905,male,55-74 years,60.00,313994.00,0.0191086%
Ireland,1905,male,75+ years,7.00,75345.00,0.0092906%
Ireland,1905,female,15-24 years,18.00,314542.00,0.0057226%
Ireland,1905,female,25-34 years,21.00,337499.00,0.0062222%
Ireland,1905,female,35-54 years,27.00,550357.00,0.0049059%
Ireland,1905,female,5-14 years,1.00,270266.00,0.0003700%
Ireland,1905,female,55-74 years,17.00,329510.00,0.0051592%
Ireland,1905,female,75+ years,4.00,124661.00,0.0032087%
Ireland,1905,male,15-24 years,80.00,322805.00,0.0247828%
Ireland,1905,male,25-34 years,86.00,344139.00,0.0249899%
Ireland,1905,male,35-54 years,134.00,552960.00,0.0242332%
Ireland,1905,male,5-14 years,2.00,285659.00,0.0007001%
Ireland,1905,male,55-74 years,59.00,323255.00,0.0182518%
Ireland,1905,male,75+ years,2.00,77704.00,0.0025739%
Ireland,1905,female,15-24 years,16.00,311725.00,0.0051327%
Ireland,1905,female,25-34 years,12.00,355700.00,0.0033736%
Ireland,1905,female,35-54 years,30.00,567465.00,0.0052867%
Ireland,1905,female,5-14 years,2.00,273709.00,0.0007307%
Ireland,1905,female,55-74 years,18.00,336664.00,0.0053466%
Ireland,1905,female,75+ years,2.00,125700.00,0.0015911%
Ireland,1905,male,15-24 years,87.00,321007.00,0.0271022%
Ireland,1905,male,25-34 years,86.00,366739.00,0.0234499%
Ireland,1905,male,35-54 years,125.00,577782.00,0.0216345%
Ireland,1905,male,5-14 years,2.00,288488.00,0.0006933%
Ireland,1905,male,55-74 years,61.00,332939.00,0.0183217%
Ireland,1905,male,75+ years,11.00,79660.00,0.0138087%
Ireland,1905,female,15-24 years,15.00,313405.00,0.0047861%
Ireland,1905,female,25-34 years,19.00,375744.00,0.0050566%
Ireland,1905,female,35-54 years,45.00,579555.00,0.0077646%
Ireland,1905,female,5-14 years,1.00,278844.00,0.0003586%
Ireland,1905,female,55-74 years,13.00,341816.00,0.0038032%
Ireland,1905,female,75+ years,3.00,126722.00,0.0023674%
Ireland,1905,male,15-24 years,76.00,320350.00,0.0237241%
Ireland,1905,male,25-34 years,91.00,387302.00,0.0234959%
Ireland,1905,male,35-54 years,119.00,590396.00,0.0201560%
Ireland,1905,male,5-14 years,7.00,292637.00,0.0023920%
Ireland,1905,male,55-74 years,61.00,338808.00,0.0180043%
Ireland,1905,male,75+ years,8.00,81128.00,0.0098610%
Ireland,1905,female,15-24 years,25.00,307663.00,0.0081258%
Ireland,1905,female,25-34 years,18.00,388880.00,0.0046287%
Ireland,1905,female,35-54 years,46.00,593336.00,0.0077528%
Ireland,1905,female,5-14 years,0.00,285360.00,0.0000000%
Ireland,1905,female,55-74 years,27.00,352281.00,0.0076643%
Ireland,1905,female,75+ years,4.00,128630.00,0.0031097%
Ireland,1905,male,15-24 years,69.00,310260.00,0.0222394%
Ireland,1905,male,25-34 years,100.00,394740.00,0.0253331%
Ireland,1905,male,35-54 years,142.00,602168.00,0.0235815%
Ireland,1905,male,5-14 years,3.00,298953.00,0.0010035%
Ireland,1905,male,55-74 years,66.00,348515.00,0.0189375%
Ireland,1905,male,75+ years,6.00,83406.00,0.0071937%
Ireland,1905,female,15-24 years,20.00,292951.00,0.0068271%
Ireland,1905,female,25-34 years,27.00,394145.00,0.0068503%
Ireland,1905,female,35-54 years,33.00,604133.00,0.0054624%
Ireland,1905,female,5-14 years,1.00,290873.00,0.0003438%
Ireland,1905,female,55-74 years,23.00,362941.00,0.0063371%
Ireland,1905,female,75+ years,1.00,130243.00,0.0007678%
Ireland,1905,male,15-24 years,70.00,290474.00,0.0240985%
Ireland,1905,male,25-34 years,112.00,390586.00,0.0286749%
Ireland,1905,male,35-54 years,158.00,611460.00,0.0258398%
Ireland,1905,male,5-14 years,3.00,305241.00,0.0009828%
Ireland,1905,male,55-74 years,74.00,358381.00,0.0206484%
Ireland,1905,male,75+ years,5.00,86239.00,0.0057978%
Ireland,1905,female,15-24 years,11.00,296543.00,0.0037094%
Ireland,1905,female,25-34 years,19.00,397846.00,0.0047757%
Ireland,1905,female,35-54 years,38.00,638166.00,0.0059546%
Ireland,1905,female,5-14 years,3.00,290321.00,0.0010333%
Ireland,1905,female,55-74 years,25.00,394633.00,0.0063350%
Ireland,1905,female,75+ years,4.00,128216.00,0.0031197%
Ireland,1905,male,15-24 years,67.00,301996.00,0.0221857%
Ireland,1905,male,25-34 years,75.00,391033.00,0.0191800%
Ireland,1905,male,35-54 years,166.00,644763.00,0.0257459%
Ireland,1905,male,5-14 years,3.00,305656.00,0.0009815%
Ireland,1905,male,55-74 years,66.00,388038.00,0.0170086%
Ireland,1905,male,75+ years,9.00,87646.00,0.0102686%
Ireland,1905,female,15-24 years,16.00,287304.00,0.0055690%
Ireland,1905,female,25-34 years,27.00,386278.00,0.0069898%
Ireland,1905,female,35-54 years,38.00,634499.00,0.0059890%
Ireland,1905,female,5-14 years,0.00,302715.00,0.0000000%
Ireland,1905,female,55-74 years,15.00,383177.00,0.0039146%
Ireland,1905,female,75+ years,0.00,136335.00,0.0000000%
Ireland,1905,male,15-24 years,78.00,292307.00,0.0266843%
Ireland,1905,male,25-34 years,100.00,369966.00,0.0270295%
Ireland,1905,male,35-54 years,191.00,635771.00,0.0300423%
Ireland,1905,male,5-14 years,0.00,317962.00,0.0000000%
Ireland,1905,male,55-74 years,78.00,379505.00,0.0205531%
Ireland,1905,male,75+ years,11.00,93030.00,0.0118241%
Ireland,1905,female,15-24 years,16.00,273610.00,0.0058477%
Ireland,1905,female,25-34 years,20.00,378732.00,0.0052808%
Ireland,1905,female,35-54 years,42.00,645023.00,0.0065114%
Ireland,1905,female,5-14 years,1.00,307698.00,0.0003250%
Ireland,1905,female,55-74 years,15.00,393497.00,0.0038120%
Ireland,1905,female,75+ years,2.00,138663.00,0.0014423%
Ireland,1905,male,15-24 years,59.00,279882.00,0.0210803%
Ireland,1905,male,25-34 years,89.00,354740.00,0.0250888%
Ireland,1905,male,35-54 years,192.00,641319.00,0.0299383%
Ireland,1905,male,5-14 years,3.00,322478.00,0.0009303%
Ireland,1905,male,55-74 years,89.00,388705.00,0.0228965%
Ireland,1905,male,75+ years,14.00,96459.00,0.0145139%
Ireland,1905,female,15-24 years,9.00,260127.00,0.0034598%
Ireland,1905,female,25-34 years,24.00,366261.00,0.0065527%
Ireland,1905,female,35-54 years,42.00,653648.00,0.0064255%
Ireland,1905,female,5-14 years,0.00,314333.00,0.0000000%
Ireland,1905,female,55-74 years,18.00,404503.00,0.0044499%
Ireland,1905,female,75+ years,3.00,140976.00,0.0021280%
Ireland,1905,male,15-24 years,44.00,273178.00,0.0161067%
Ireland,1905,male,25-34 years,68.00,341171.00,0.0199314%
Ireland,1905,male,35-54 years,169.00,648165.00,0.0260736%
Ireland,1905,male,5-14 years,2.00,327603.00,0.0006105%
Ireland,1905,male,55-74 years,102.00,397875.00,0.0256362%
Ireland,1905,male,75+ years,6.00,99538.00,0.0060278%
Ireland,1905,female,15-24 years,11.00,261032.00,0.0042140%
Ireland,1905,female,25-34 years,20.00,353379.00,0.0056596%
Ireland,1905,female,35-54 years,39.00,678830.00,0.0057452%
Ireland,1905,female,5-14 years,0.00,318825.00,0.0000000%
Ireland,1905,female,55-74 years,15.00,432815.00,0.0034657%
Ireland,1905,female,75+ years,2.00,141441.00,0.0014140%
Ireland,1905,male,15-24 years,63.00,267635.00,0.0235395%
Ireland,1905,male,25-34 years,80.00,337977.00,0.0236702%
Ireland,1905,male,35-54 years,165.00,675986.00,0.0244088%
Ireland,1905,male,5-14 years,2.00,335330.00,0.0005964%
Ireland,1905,male,55-74 years,81.00,421555.00,0.0192146%
Ireland,1905,male,75+ years,8.00,103238.00,0.0077491%
Israel,1905,female,15-24 years,14.00,323700.00,
Israel,1905,female,25-34 years,13.00,297200.00,
Israel,1905,female,35-54 years,18.00,348500.00,
Israel,1905,female,5-14 years,0.00,383200.00,
Israel,1905,female,55-74 years,32.00,257600.00,
Israel,1905,female,75+ years,10.00,53300.00,
Israel,1905,male,15-24 years,28.00,338900.00,
Israel,1905,male,25-34 years,23.00,298700.00,
Israel,1905,male,35-54 years,56.00,325000.00,
Israel,1905,male,5-14 years,2.00,404400.00,
Israel,1905,male,55-74 years,42.00,237000.00,
Israel,1905,male,75+ years,11.00,46300.00,
Israel,1905,female,15-24 years,4.00,327400.00,
Israel,1905,female,25-34 years,12.00,309700.00,
Israel,1905,female,35-54 years,17.00,354100.00,
Israel,1905,female,5-14 years,0.00,396700.00,
Israel,1905,female,55-74 years,28.00,266000.00,
Israel,1905,female,75+ years,13.00,56500.00,
Israel,1905,male,15-24 years,37.00,342700.00,
Israel,1905,male,25-34 years,33.00,311500.00,
Israel,1905,male,35-54 years,34.00,332800.00,
Israel,1905,male,5-14 years,0.00,418500.00,
Israel,1905,male,55-74 years,35.00,240600.00,
Israel,1905,male,75+ years,18.00,49200.00,
Israel,1905,female,15-24 years,12.00,329800.00,
Israel,1905,female,25-34 years,11.00,316100.00,
Israel,1905,female,35-54 years,16.00,361600.00,
Israel,1905,female,5-14 years,0.00,409700.00,
Israel,1905,female,55-74 years,30.00,271500.00,
Israel,1905,female,75+ years,9.00,59100.00,
Israel,1905,male,15-24 years,18.00,345000.00,
Israel,1905,male,25-34 years,31.00,318400.00,
Israel,1905,male,35-54 years,31.00,342500.00,
Israel,1905,male,5-14 years,0.00,431700.00,
Israel,1905,male,55-74 years,42.00,241700.00,
Israel,1905,male,75+ years,10.00,52000.00,
Israel,1905,female,15-24 years,8.00,333200.00,
Israel,1905,female,25-34 years,18.00,319300.00,
Israel,1905,female,35-54 years,16.00,373000.00,
Israel,1905,female,5-14 years,0.00,424300.00,
Israel,1905,female,55-74 years,35.00,275800.00,
Israel,1905,female,75+ years,5.00,61400.00,
